,predict
1668,0.08009334
1669,0.16151878
1670,0.15201712
1671,0.08997232
1672,0.12807246
1673,0.23455447
1674,0.39172596
1675,0.5587473
1676,0.6120979
1677,0.6222769
1678,0.5390588
1679,0.48251545
1680,0.3691469
1681,0.22934574
1682,0.16435972
1683,0.14538227
1684,0.13092779
1685,0.11703235
1686,0.09940021
1687,0.08025424
1688,0.07242632
1689,0.064239845
1690,0.08246595
1691,0.13182616
1692,0.16305543
1693,0.26535955
1694,0.20506229
1695,0.16265024
1696,0.14744693
1697,0.22219047
1698,0.35646725
1699,0.4259631
1700,0.5283873
1701,0.56429476
1702,0.58467704
1703,0.597097
1704,0.37617117
1705,0.22122514
1706,0.18392473
1707,0.1693833
1708,0.14889477
1709,0.12064018
1710,0.094274044
1711,0.082525715
1712,0.07755787
1713,0.066299185
1714,0.05631675
1715,0.075865485
1716,0.15134408
1717,0.2087053
1718,0.17043424
1719,0.13739897
1720,0.19637984
1721,0.24662766
1722,0.35289115
1723,0.45892924
1724,0.51313794
1725,0.52555424
1726,0.4953996
1727,0.42609036
1728,0.23403825
1729,0.14837593
1730,0.13773325
1731,0.1305675
1732,0.12287323
1733,0.104525715
1734,0.06938215
1735,0.12472611
1736,0.113650516
1737,0.081637554
1738,0.13115641
1739,0.19300628
1740,0.20341223
1741,0.22332823
1742,0.2073761
1743,0.15794514
1744,0.17136332
1745,0.18988954
1746,0.380403
1747,0.42385322
1748,0.46652478
1749,0.5100744
1750,0.58250904
1751,0.6984057
1752,0.5462196
1753,0.2925431
1754,0.2249011
1755,0.1990265
1756,0.1567666
1757,0.13240956
1758,0.11583574
1759,0.10100853
1760,0.08446182
1761,0.07076751
1762,0.058315083
1763,0.07062065
1764,0.07425705
1765,0.15745005
1766,0.14618425
1767,0.12822191
1768,0.18468302
1769,0.24690634
1770,0.39099473
1771,0.4312005
1772,0.41862792
1773,0.45437974
1774,0.56381863
1775,0.6510701
1776,0.4951253
1777,0.27733225
1778,0.18865158
1779,0.15534684
1780,0.13179155
1781,0.11287469
1782,0.09590528
1783,0.08083697
1784,0.06465145
1785,0.053819522
1786,0.082782984
1787,0.14170416
1788,0.18161294
1789,0.19867188
1790,0.1513285
1791,0.15288873
1792,0.2063235
1793,0.22466674
1794,0.44709557
1795,0.40218627
1796,0.3981887
1797,0.4283495
1798,0.5222892
1799,0.59831774
1800,0.43452156
1801,0.25954053
1802,0.20943233
1803,0.18329751
1804,0.13965817
1805,0.10960207
1806,0.09425237
1807,0.099001944
1808,0.08863457
1809,0.06903524
1810,0.09472682
1811,0.15762095
1812,0.17236464
1813,0.18344557
1814,0.15951197
1815,0.1689412
1816,0.19463736
1817,0.20444244
1818,0.45892382
1819,0.4515332
1820,0.6074884
1821,0.5631674
1822,0.6074132
1823,0.49318445
1824,0.29933274
1825,0.15719298
1826,0.146013
1827,0.14394628
1828,0.13072555
1829,0.108714275
1830,0.08589453
1831,0.09397081
1832,0.08721874
1833,0.07140158
1834,0.10720116
1835,0.14964186
1836,0.18504132
1837,0.22218132
1838,0.1714852
1839,0.14302763
1840,0.19969346
1841,0.21511748
1842,0.4985624
1843,0.57492703
1844,0.5639336
1845,0.5206085
1846,0.49073964
1847,0.34979206
1848,0.31342685
1849,0.27082303
1850,0.2244159
1851,0.18915716
1852,0.15434965
1853,0.12312804
1854,0.11936806
1855,0.11721521
1856,0.10173935
1857,0.08584651
1858,0.07823104
1859,0.07949277
1860,0.08638951
1861,0.16149352
1862,0.05437082
1863,0.082238615
1864,0.19589786
1865,0.26729396
1866,0.46802336
1867,0.5163944
1868,0.54965484
1869,0.6435572
1870,0.6081107
1871,0.47362018
1872,0.36495066
1873,0.22184832
1874,0.14811927
1875,0.14193866
1876,0.13239901
1877,0.12562378
1878,0.11793974
1879,0.099957526
1880,0.08237353
1881,0.07838288
1882,0.08700816
1883,0.07915874
1884,0.10250491
1885,0.17999262
1886,0.15175182
1887,0.13139674
1888,0.16409856
1889,0.2431628
1890,0.43698943
1891,0.53756696
1892,0.6714951
1893,0.68873906
1894,0.6017089
1895,0.48775858
1896,0.38743955
1897,0.33219683
1898,0.22780569
1899,0.18370715
1900,0.14866476
1901,0.12675521
1902,0.117048874
1903,0.10649744
1904,0.09318334
1905,0.0774188
1906,0.062612124
1907,0.059029646
1908,0.114459425
1909,0.24441835
1910,0.14625375
1911,0.13286716
1912,0.16689888
1913,0.2853729
1914,0.41715276
1915,0.55302954
1916,0.64861035
1917,0.63977623
1918,0.532467
1919,0.36854535
1920,0.34760368
1921,0.30143744
1922,0.22448426
1923,0.17227116
1924,0.15280354
1925,0.12562199
1926,0.11823261
1927,0.10960887
1928,0.09719506
1929,0.08043328
1930,0.06313401
1931,0.07703111
1932,0.10844097
1933,0.19811393
1934,0.13898823
1935,0.1698505
1936,0.16745222
1937,0.2538624
1938,0.4185027
1939,0.5266677
1940,0.6450936
1941,0.65655094
1942,0.57619137
1943,0.33391666
1944,0.2632082
1945,0.19904584
1946,0.16540006
1947,0.1469247
1948,0.12973687
1949,0.10463923
1950,0.086480096
1951,0.07426113
1952,0.06973069
1953,0.059399
1954,0.07355523
1955,0.09736967
1956,0.2020692
1957,0.228784
1958,0.17440087
1959,0.18673219
1960,0.18659492
1961,0.26351666
1962,0.5084627
1963,0.50456345
1964,0.63872975
1965,0.61759686
1966,0.54476684
1967,0.44122684
1968,0.32963187
1969,0.26586264
1970,0.17903614
1971,0.1629115
1972,0.1326922
1973,0.10777133
1974,0.099737
1975,0.0921892
1976,0.07382999
1977,0.05011806
1978,0.09593013
1979,0.16051316
1980,0.18180256
1981,0.22227344
1982,0.15006511
1983,0.20513152
1984,0.20818448
1985,0.2752828
1986,0.5439843
1987,0.4829241
1988,0.5385659
1989,0.5590741
1990,0.63758004
1991,0.5729708
1992,0.47054166
1993,0.30780193
1994,0.24728186
1995,0.16842802
1996,0.12525955
1997,0.11438229
1998,0.10849024
1999,0.09787149
2000,0.07426942
2001,0.05502987
2002,0.094002485
2003,0.14454469
2004,0.20063314
2005,0.19687901
2006,0.15521498
2007,0.1785642
2008,0.20512512
2009,0.27187145
2010,0.4008512
2011,0.39668417
2012,0.46612918
2013,0.4859072
2014,0.6530398
2015,0.65898746
2016,0.53246945
2017,0.4077078
2018,0.27624428
2019,0.21044639
2020,0.15463373
2021,0.1238664
2022,0.11302312
2023,0.10265261
2024,0.09408607
2025,0.07679892
2026,0.066990405
2027,0.12404255
2028,0.21765164
2029,0.21413448
2030,0.1534481
2031,0.17066737
2032,0.16914621
2033,0.31496197
2034,0.5035856
2035,0.4934067
2036,0.5451206
2037,0.55387944
2038,0.54581565
2039,0.5802362
2040,0.49623513
2041,0.36475903
2042,0.31414372
2043,0.22566229
2044,0.16740687
2045,0.12320095
2046,0.111583754
2047,0.106248304
2048,0.097561225
2049,0.083650954
2050,0.051719643
2051,0.08993159
2052,0.2400268
2053,0.21862638
2054,0.19082108
2055,0.18989617
2056,0.18590236
2057,0.28868353
2058,0.45431077
2059,0.49256986
2060,0.57732964
2061,0.5056434
2062,0.64257336
2063,0.68029916
2064,0.4837727
2065,0.30152333
2066,0.26292837
2067,0.21019349
2068,0.16444927
2069,0.13450114
2070,0.122182325
2071,0.10731769
2072,0.09712166
2073,0.09273451
2074,0.077940255
2075,0.07162341
2076,0.14479576
2077,0.18348108
2078,0.15893212
2079,0.17985772
2080,0.15620965
2081,0.2888437
2082,0.42744207
2083,0.46094275
2084,0.5946514
2085,0.53474575
2086,0.6688518
2087,0.6019356
2088,0.40716916
2089,0.26455718
2090,0.19908598
2091,0.17480186
2092,0.15082584
2093,0.13596775
2094,0.11536807
2095,0.09271075
2096,0.07843739
2097,0.08541085
2098,0.071966946
2099,0.05788827
2100,0.14528146
2101,0.18262231
2102,0.15852341
2103,0.1737739
2104,0.17146733
2105,0.30230412
2106,0.48034084
2107,0.45296013
2108,0.5080356
2109,0.49810427
2110,0.712522
2111,0.6400171
2112,0.53663373
2113,0.42191458
2114,0.41527122
2115,0.2964064
2116,0.24382263
2117,0.18286762
2118,0.14081214
2119,0.12139904
2120,0.11503945
2121,0.11214264
2122,0.09991777
2123,0.0660575
2124,0.02320981
2125,0.1537487
2126,0.11164581
2127,0.14403103
2128,0.14700937
2129,0.30957603
2130,0.38865495
2131,0.45686364
2132,0.54064065
2133,0.4101382
2134,0.5723554
2135,0.57455057
2136,0.53298557
2137,0.42987025
2138,0.33325505
2139,0.2570696
2140,0.21470074
2141,0.1528514
2142,0.13447386
2143,0.12302256
2144,0.11252494
2145,0.107134946
2146,0.08897144
2147,0.06410328
2148,0.0903734
2149,0.1300163
2150,0.07326501
2151,0.12495133
2152,0.1630711
2153,0.33224785
2154,0.43227166
2155,0.46827465
2156,0.5565584
2157,0.5677233
2158,0.6299771
2159,0.632927
2160,0.52340484
2161,0.43121153
2162,0.32117298
2163,0.24252714
2164,0.19039047
2165,0.15975273
2166,0.14853995
2167,0.1151394
2168,0.10405791
2169,0.10611658
2170,0.09552619
2171,0.08603753
2172,0.116738185
2173,0.1809408
2174,0.16931885
2175,0.1919141
2176,0.1905403
2177,0.3129701
2178,0.5445957
2179,0.6125336
2180,0.622022
2181,0.3889159
2182,0.39967656
2183,0.46584737
2184,0.45257336
2185,0.3140598
2186,0.24180403
2187,0.2203642
2188,0.21396668
2189,0.18704256
2190,0.14356764
2191,0.10193187
2192,0.09540141
2193,0.101152316
2194,0.09500053
2195,0.070602715
2196,0.071418524
2197,0.12799637
2198,0.15817665
2199,0.20863974
2200,0.17731015
2201,0.38899583
2202,0.48501068
2203,0.51575935
2204,0.635524
2205,0.4503348
2206,0.43808222
2207,0.386649
2208,0.34021145
2209,0.20338015
2210,0.18038394
2211,0.15823607
2212,0.13885352
2213,0.12620547
2214,0.111388594
2215,0.09454665
2216,0.085091874
2217,0.08486699
2218,0.060722418
2219,0.09069245
2220,0.17105655
2221,0.1556997
2222,0.12457123
2223,0.1648267
2224,0.1565011
2225,0.37750018
2226,0.53828186
2227,0.58395684
2228,0.509687
2229,0.44414926
2230,0.59584445
2231,0.6776195
2232,0.5458593
2233,0.41017497
2234,0.27792257
2235,0.24286976
2236,0.1967629
2237,0.17558222
2238,0.1493769
2239,0.119382925
2240,0.10391595
2241,0.104274586
2242,0.09782183
2243,0.07988259
2244,0.07507036
2245,0.18211867
2246,0.14468145
2247,0.16805953
2248,0.17684156
2249,0.35171506
2250,0.39902395
2251,0.5755828
2252,0.6887572
2253,0.567089
2254,0.50097114
2255,0.35099578
2256,0.34340972
2257,0.33125764
2258,0.25158125
2259,0.17490733
2260,0.13361223
2261,0.12798399
2262,0.124384806
2263,0.11172028
2264,0.09507705
2265,0.090435155
2266,0.09744677
2267,0.119855046
2268,0.2494224
2269,0.1976955
2270,0.17533222
2271,0.13414879
2272,0.12614349
2273,0.29230165
2274,0.34516495
2275,0.52459073
2276,0.55256844
2277,0.49616277
2278,0.6313859
2279,0.6407004
2280,0.4941677
2281,0.35564876
2282,0.26238582
2283,0.19971317
2284,0.15093495
2285,0.12964587
2286,0.12332122
2287,0.10891496
2288,0.09446574
2289,0.082524
2290,0.070256665
2291,0.06365866
2292,0.14569403
2293,0.120322175
2294,0.15737005
2295,0.1522334
2296,0.15012455
2297,0.37176597
2298,0.46127903
2299,0.5661593
2300,0.5859319
2301,0.50563335
2302,0.5032028
2303,0.39304
2304,0.31857902
2305,0.2912737
2306,0.18810593
2307,0.16058257
2308,0.14972128
2309,0.13859047
2310,0.11943243
2311,0.10091719
2312,0.08673049
2313,0.079764456
2314,0.0761518
2315,0.06725877
2316,0.1280069
2317,0.16814332
2318,0.1596036
2319,0.1242639
2320,0.17564604
2321,0.376549
2322,0.44875503
2323,0.5919833
2324,0.5978806
2325,0.5851086
2326,0.58351994
2327,0.4351617
2328,0.31374937
2329,0.24556787
2330,0.16527376
2331,0.13913985
2332,0.140603
2333,0.1387266
2334,0.11811919
2335,0.07625124
2336,0.063388504
2337,0.07996222
2338,0.067784265
2339,0.054267228
2340,0.1282957
2341,0.17396021
2342,0.19508049
2343,0.16517325
2344,0.16429868
2345,0.39069134
2346,0.38309252
2347,0.5230777
2348,0.6023662
2349,0.5471675
2350,0.6340296
2351,0.5220474
2352,0.43037665
2353,0.3617891
2354,0.2774337
2355,0.22241722
2356,0.18011469
2357,0.14805388
2358,0.14234455
2359,0.12579592
2360,0.111685626
2361,0.1030103
2362,0.090928525
2363,0.08190705
2364,0.08597724
2365,0.13533658
2366,0.14453405
2367,0.13051769
2368,0.14722358
2369,0.3570851
2370,0.42311758
2371,0.6352075
2372,0.64801675
2373,0.55274284
2374,0.47820312
2375,0.3828342
2376,0.3616624
2377,0.32745653
2378,0.24335775
2379,0.19616237
2380,0.15185036
2381,0.14028715
2382,0.13337243
2383,0.11648753
2384,0.09972223
2385,0.08397886
2386,0.07930396
2387,0.07663278
2388,0.1061275
2389,0.15129796
2390,0.16858906
2391,0.14203544
2392,0.16600642
2393,0.38423914
2394,0.49364382
2395,0.6398255
2396,0.5856351
2397,0.53681237
2398,0.53019667
2399,0.4460731
2400,0.322609
2401,0.21870556
2402,0.15884048
2403,0.13708265
2404,0.12789622
2405,0.12787305
2406,0.12262589
2407,0.108110264
2408,0.10218012
2409,0.08833024
2410,0.0799191
2411,0.100486524
2412,0.1157847
2413,0.11177104
2414,0.13534477
2415,0.10826069
2416,0.16103025
2417,0.3247832
2418,0.37109822
2419,0.6177479
2420,0.6064872
2421,0.5319219
2422,0.57705754
2423,0.49852812
2424,0.4012136
2425,0.28231812
2426,0.15437846
2427,0.14342666
2428,0.14264116
2429,0.14068596
2430,0.12590587
2431,0.08750514
2432,0.07633969
2433,0.0787275
2434,0.07319014
2435,0.07684779
2436,0.11096135
2437,0.18928215
2438,0.23350939
2439,0.17859742
2440,0.16755916
2441,0.37627333
2442,0.30581403
2443,0.51209086
2444,0.5338643
2445,0.5437768
2446,0.5779275
2447,0.5612354
2448,0.46102822
2449,0.36076808
2450,0.22818276
2451,0.19084688
2452,0.15660495
2453,0.13805754
2454,0.115250476
2455,0.09078649
2456,0.08853269
2457,0.078518644
2458,0.060337074
2459,0.061421737
2460,0.14767806
2461,0.20685112
2462,0.2338474
2463,0.11590125
2464,0.19222802
2465,0.41209882
2466,0.3688857
2467,0.49740475
2468,0.47556514
2469,0.5073461
2470,0.70812464
2471,0.65535176
2472,0.45128304
2473,0.36627308
2474,0.34749866
2475,0.24737982
2476,0.1948088
2477,0.15799478
2478,0.12894909
2479,0.111513264
2480,0.10630402
2481,0.10050034
2482,0.09006001
2483,0.06627333
2484,0.11645751
2485,0.24155736
2486,0.19804619
2487,0.11057086
2488,0.20793855
2489,0.35243422
2490,0.4067976
2491,0.64520746
2492,0.5740341
2493,0.6108149
2494,0.568185
2495,0.50764966
2496,0.42359018
2497,0.28428692
2498,0.17365159
2499,0.14321594
2500,0.13585268
2501,0.1285327
2502,0.12156658
2503,0.1106946
2504,0.099889696
2505,0.08482007
2506,0.1017395
2507,0.11200959
2508,0.110526614
2509,0.16944431
2510,0.12390962
2511,0.08841309
2512,0.17338873
2513,0.34501195
2514,0.46016854
2515,0.71227425
2516,0.72108114
2517,0.5856117
2518,0.4414211
2519,0.469382
2520,0.43794113
2521,0.31983715
2522,0.194329
2523,0.16500941
2524,0.14990668
2525,0.13930544
2526,0.12855995
2527,0.11607772
2528,0.103169635
2529,0.094901726
2530,0.0844423
2531,0.0870728
2532,0.118824124
2533,0.14462698
2534,0.085288614
2535,0.07895653
2536,0.20061761
2537,0.3029864
2538,0.32532266
2539,0.62407464
2540,0.5373419
2541,0.4306286
2542,0.5027506
2543,0.49539626
2544,0.45368075
2545,0.38646024
2546,0.2489659
2547,0.16443339
2548,0.14632583
2549,0.13888133
2550,0.1299005
2551,0.118002295
2552,0.10519551
2553,0.08541661
2554,0.08624257
2555,0.09667918
2556,0.096701086
2557,0.13993464
2558,0.11423494
2559,0.089453265
2560,0.18655863
2561,0.3179552
2562,0.3912812
2563,0.5904368
2564,0.54548675
2565,0.47960246
2566,0.50704366
2567,0.45868093
2568,0.3639995
2569,0.27709204
2570,0.21403186
2571,0.17243245
2572,0.13493271
2573,0.12335472
2574,0.113528766
2575,0.089241534
2576,0.08510912
2577,0.081435114
2578,0.07353052
2579,0.09175247
2580,0.13185482
2581,0.19120866
2582,0.14926499
2583,0.11412251
2584,0.21873046
2585,0.37558448
2586,0.4075567
2587,0.55177987
2588,0.4388997
2589,0.45748192
2590,0.5248288
2591,0.5030498
2592,0.40958393
2593,0.35920388
2594,0.2736144
2595,0.1743631
2596,0.1324873
2597,0.13564418
2598,0.13289523
2599,0.116906025
2600,0.0960091
2601,0.069351286
2602,0.079440236
2603,0.0864865
2604,0.07202325
2605,0.15893939
2606,0.17301916
2607,0.13231215
2608,0.22315988
2609,0.37351453
2610,0.40900344
2611,0.552819
2612,0.5117945
2613,0.6075774
2614,0.6976717
2615,0.6152218
2616,0.4054528
2617,0.3251115
2618,0.29194167
2619,0.20884567
2620,0.14587653
2621,0.13088793
2622,0.12661687
2623,0.1149619
2624,0.102273874
2625,0.08281856
2626,0.08555125
2627,0.08533101
2628,0.12326131
2629,0.2220858
2630,0.16224025
2631,0.1280745
2632,0.21753076
2633,0.34981847
2634,0.34876722
2635,0.51685834
2636,0.4926389
2637,0.61862034
2638,0.7191398
2639,0.5940172
2640,0.42969215
2641,0.3358853
2642,0.28777552
2643,0.20185345
2644,0.15763767
2645,0.13710585
2646,0.1329442
2647,0.12899905
2648,0.12474279
2649,0.11823383
2650,0.11690522
2651,0.12695083
2652,0.11752254
2653,0.0437214
2654,0.015928254
2655,0.09247421
2656,0.112492405
2657,0.16364369
2658,0.47419214
2659,0.5953293
2660,0.44606823
2661,0.3968253
2662,0.43405157
2663,0.4160725
2664,0.34442484
2665,0.3145157
2666,0.24316606
2667,0.19057538
2668,0.1660054
2669,0.16489038
2670,0.13535535
2671,0.101147555
2672,0.08465254
2673,0.07916972
2674,0.082016006
2675,0.07485962
2676,0.0849715
2677,0.1051475
2678,0.14102338
2679,0.155545
2680,0.21563396
2681,0.3213383
2682,0.4097308
2683,0.44929314
2684,0.47880518
2685,0.48138428
2686,0.62276363
2687,0.59150213
2688,0.5218228
2689,0.35543543
2690,0.275761
2691,0.18638647
2692,0.16277124
2693,0.15165949
2694,0.13868745
2695,0.109743774
2696,0.09502206
2697,0.08866301
2698,0.08527156
2699,0.0692862
2700,0.07022011
2701,0.1491819
2702,0.07740897
2703,0.13041295
2704,0.23655634
2705,0.37680662
2706,0.5023943
2707,0.49583554
2708,0.49186903
2709,0.61203706
2710,0.64750737
2711,0.5908251
2712,0.46258426
2713,0.40187484
2714,0.2839929
2715,0.17865132
2716,0.15891339
2717,0.15148643
2718,0.14107372
2719,0.11461575
2720,0.089908496
2721,0.08464089
2722,0.08213463
2723,0.06787377
2724,0.029423654
2725,0.1137408
2726,0.12020623
2727,0.1372246
2728,0.21402916
2729,0.3668334
2730,0.49788147
2731,0.46540993
2732,0.3854238
2733,0.51544726
2734,0.6360239
2735,0.6194195
2736,0.47482288
2737,0.43642253
2738,0.43422627
2739,0.22547346
2740,0.15705174
2741,0.14616887
2742,0.13638927
2743,0.11622199
2744,0.10220906
2745,0.09418385
2746,0.08634713
2747,0.057913743
2748,0.0930902
2749,0.2084224
2750,0.14708522
2751,0.12953499
2752,0.19078434
2753,0.39088762
2754,0.43836886
2755,0.55808765
2756,0.57960135
2757,0.5333042
2758,0.49577612
2759,0.39036763
2760,0.3536636
2761,0.30708373
2762,0.23375621
2763,0.18126297
2764,0.1605579
2765,0.1576217
2766,0.14379224
2767,0.12011054
2768,0.09572423
2769,0.08781293
2770,0.0851529
2771,0.07205199
2772,0.06469883
2773,0.18072951
2774,0.17381757
2775,0.2056582
2776,0.22119068
2777,0.38221043
2778,0.478405
2779,0.5716588
2780,0.497392
2781,0.4635967
2782,0.5105425
2783,0.5159071
2784,0.5326145
2785,0.5004557
2786,0.43865746
2787,0.27222055
2788,0.2046923
2789,0.16882026
2790,0.1456375
2791,0.12365263
2792,0.11448677
2793,0.10367571
2794,0.09516752
2795,0.07987059
2796,0.06354737
2797,0.16493726
2798,0.15739349
2799,0.1498672
2800,0.2097968
2801,0.35255575
2802,0.40570122
2803,0.64103717
2804,0.592723
2805,0.52405906
2806,0.4956888
2807,0.49396515
2808,0.5629823
2809,0.44703382
2810,0.3114753
2811,0.24095641
2812,0.17499068
2813,0.14323714
2814,0.14283612
2815,0.1273733
2816,0.106952555
2817,0.08814971
2818,0.085705
2819,0.0709341
2820,0.054933637
2821,0.151234
2822,0.17412215
2823,0.22691886
2824,0.20060061
2825,0.3458696
2826,0.39548844
2827,0.46777338
2828,0.44746876
2829,0.5155122
2830,0.59790426
2831,0.6170688
2832,0.5433067
2833,0.45066243
2834,0.32124883
2835,0.18594104
2836,0.16379918
2837,0.16359018
2838,0.14859003
2839,0.12074636
2840,0.10047248
2841,0.098018
2842,0.099277444
2843,0.083801
2844,0.087600425
2845,0.17083827
2846,0.11590196
2847,0.15523623
2848,0.2232574
2849,0.3218056
2850,0.39808184
2851,0.41920418
2852,0.5087279
2853,0.5775905
2854,0.68039006
2855,0.6506222
2856,0.49419355
2857,0.45783085
2858,0.37976307
2859,0.26392993
2860,0.2039972
2861,0.16180801
2862,0.13707083
2863,0.121080965
2864,0.114334576
2865,0.109430216
2866,0.09789721
2867,0.07048575
2868,0.109564856
2869,0.19826254
2870,0.1285099
2871,0.17460975
2872,0.20895423
2873,0.3470363
2874,0.3419023
2875,0.54977787
2876,0.5496083
2877,0.54014975
2878,0.5542689
2879,0.4986819
2880,0.47107202
2881,0.47561884
2882,0.35036004
2883,0.22833942
2884,0.19203
2885,0.19171605
2886,0.16001275
2887,0.11755626
2888,0.10224261
2889,0.1044975
2890,0.102733724
2891,0.08657961
2892,0.058252558
2893,0.19987464
2894,0.16535872
2895,0.22544809
2896,0.19706938
2897,0.39152622
2898,0.42577392
2899,0.5169454
2900,0.5185914
2901,0.48590374
2902,0.49842876
2903,0.49406815
2904,0.46626776
2905,0.42755365
2906,0.3257259
2907,0.23035532
2908,0.17761767
2909,0.17134067
2910,0.15884586
2911,0.13338439
2912,0.097838014
2913,0.08977715
2914,0.09384896
2915,0.079458825
2916,0.06344798
2917,0.1335014
2918,0.103670865
2919,0.21201847
2920,0.22385597
2921,0.38963795
2922,0.49320596
2923,0.52980095
2924,0.5528898
2925,0.49623966
2926,0.46201926
2927,0.46104467
2928,0.4433849
2929,0.4024971
2930,0.27833503
2931,0.19441245
2932,0.1582519
2933,0.16275203
2934,0.1494914
2935,0.11041018
2936,0.09296848
2937,0.09364217
2938,0.090515524
2939,0.0720573
2940,0.09107289
2941,0.18664166
2942,0.13383321
2943,0.19458818
2944,0.20300564
2945,0.33799988
2946,0.4015643
2947,0.4706788
2948,0.5251786
2949,0.56856716
2950,0.57199824
2951,0.5966601
2952,0.45274878
2953,0.47377688
2954,0.35053873
2955,0.23673463
2956,0.1680587
2957,0.15777111
2958,0.1366699
2959,0.11279448
2960,0.10166569
2961,0.09162738
2962,0.08379057
2963,0.056557395
2964,0.09217203
2965,0.19471796
2966,0.13461077
2967,0.22834241
2968,0.2241404
2969,0.3829059
2970,0.46885467
2971,0.46820992
2972,0.5411762
2973,0.5714754
2974,0.56127083
2975,0.57266045
2976,0.48927718
2977,0.4414301
2978,0.33856595
2979,0.2540106
2980,0.17465384
2981,0.14781408
2982,0.14342493
2983,0.12270444
2984,0.10748994
2985,0.09814425
2986,0.08993128
2987,0.06535906
2988,0.07530507
2989,0.16321571
2990,0.1315232
2991,0.19552132
2992,0.19529942
2993,0.41825694
2994,0.5241411
2995,0.41479808
2996,0.4500028
2997,0.48167968
2998,0.53485435
2999,0.66427916
3000,0.49380738
3001,0.37688234
3002,0.3081138
3003,0.24846579
3004,0.184234
3005,0.14612646
3006,0.13627945
3007,0.1199175
3008,0.102424875
3009,0.09067541
3010,0.07881358
3011,0.05515793
3012,0.056123167
3013,0.12912422
3014,0.1327405
3015,0.23191407
3016,0.2082898
3017,0.38536012
3018,0.5003364
3019,0.4358155
3020,0.5193619
3021,0.50921386
3022,0.49767083
3023,0.51201326
3024,0.45243454
3025,0.37049764
3026,0.2935819
3027,0.23410738
3028,0.18525651
3029,0.15323687
3030,0.14817737
3031,0.12689872
3032,0.1034033
3033,0.094943635
3034,0.087849036
3035,0.073862046
3036,0.076865375
3037,0.13050808
3038,0.13441451
3039,0.2618972
3040,0.22623873
3041,0.4436308
3042,0.46602702
3043,0.42989933
3044,0.4535643
3045,0.41430163
3046,0.4507044
3047,0.5293004
3048,0.49386358
3049,0.42487603
3050,0.32036403
3051,0.24375412
3052,0.20160902
3053,0.17454763
3054,0.15652245
3055,0.111108534
3056,0.097229734
3057,0.09986372
3058,0.093669415
3059,0.07481201
3060,0.09419674
3061,0.17718644
3062,0.1621234
3063,0.25389257
3064,0.19367239
3065,0.355807
3066,0.39316452
3067,0.4176994
3068,0.4424954
3069,0.5500573
3070,0.5935404
3071,0.6305629
3072,0.48240876
3073,0.3544004
3074,0.20558162
3075,0.16050178
3076,0.14883631
3077,0.13932501
3078,0.13089104
3079,0.1056046
3080,0.07345735
3081,0.07980365
3082,0.07529172
3083,0.057757743
3084,0.086413376
3085,0.16954225
3086,0.1766053
3087,0.23644051
3088,0.20319171
3089,0.37312114
3090,0.38312835
3091,0.44446766
3092,0.48381597
3093,0.57513404
3094,0.5794043
3095,0.54911965
3096,0.41812706
3097,0.39766735
3098,0.27827865
3099,0.18968448
3100,0.15323713
3101,0.14767885
3102,0.13783509
3103,0.11927599
3104,0.096440434
3105,0.08248071
3106,0.07932104
3107,0.06489629
3108,0.08759709
3109,0.10986908
3110,0.15950644
3111,0.24143416
3112,0.17920834
3113,0.384604
3114,0.39696634
3115,0.4598484
3116,0.44905388
3117,0.46344942
3118,0.44133192
3119,0.5032441
3120,0.45726377
3121,0.3847543
3122,0.31099054
3123,0.23912084
3124,0.17554681
3125,0.15247707
3126,0.1358616
3127,0.10989137
3128,0.0947604
3129,0.08630057
3130,0.07501645
3131,0.05858375
3132,0.109933816
3133,0.11566314
3134,0.1423806
3135,0.19713958
3136,0.16299108
3137,0.3297522
3138,0.36419484
3139,0.4140427
3140,0.47833538
3141,0.429361
3142,0.5010731
3143,0.57192785
3144,0.53083366
3145,0.43898493
3146,0.38147724
3147,0.32890695
3148,0.22367588
3149,0.1644221
3150,0.13994466
3151,0.1196136
3152,0.108698376
3153,0.10068421
3154,0.08484891
3155,0.06935036
3156,0.089128435
3157,0.124299124
3158,0.1496532
3159,0.21823317
3160,0.18419783
3161,0.38921565
3162,0.34449145
3163,0.42576253
3164,0.38504964
3165,0.40688187
3166,0.36352468
3167,0.45146412
3168,0.48196942
3169,0.4764791
3170,0.46403962
3171,0.40273333
3172,0.2931918
3173,0.20456472
3174,0.14887734
3175,0.10470669
3176,0.10109599
3177,0.103692695
3178,0.086237006
3179,0.062572576
3180,0.11128774
3181,0.13155332
3182,0.14266297
3183,0.18148911
3184,0.16055092
3185,0.37669015
3186,0.36173487
3187,0.48507297
3188,0.46649355
3189,0.40585792
3190,0.42628723
3191,0.47971404
3192,0.4464079
3193,0.36948073
3194,0.31138426
3195,0.2795717
3196,0.18859336
3197,0.15470493
3198,0.13918799
3199,0.10223903
3200,0.092090845
3201,0.09381671
3202,0.07130831
3203,0.058260784
3204,0.104573995
3205,0.09796381
3206,0.10611458
3207,0.1804857
3208,0.18160635
3209,0.41017997
3210,0.37224805
3211,0.5092915
3212,0.4894144
3213,0.48223305
3214,0.4390155
3215,0.4119135
3216,0.32961535
3217,0.30374187
3218,0.2542605
3219,0.22078551
3220,0.19756995
3221,0.17505729
3222,0.14157398
3223,0.10657643
3224,0.09658858
3225,0.0944086
3226,0.08171774
